league_id,country,team_id,team_name,missing_slot_index,position,required_real_player_name,age,nationality,preferred_foot,real_world_club,source_season,source_verified,notes,current_template_players,target_squad_size,missing_players_for_team,target_overall,target_potential,target_value_eur,target_weekly_wage_eur,target_contract_years,pace,shooting,passing,defending,physical,mental,professionalism,ambition,temperament,loyalty,leadership,fifa_pace,fifa_shooting,fifa_passing,fifa_dribbling,fifa_defending,fifa_physical,fifa_diving,fifa_handling,fifa_kicking,fifa_reflexes,fifa_speed,fifa_positioning
srb,Serbia,red-star-belgrade,Red Star Belgrade,19,LW,TBD,TBD,TBD,TBD,Red Star Belgrade,2025/26,no,,0,25,25,54,62,7600000,21600,3,67,56,54,35,44,48,6,6,6,6,4,67,56,54,65,35,44,,,,,,
srb,Serbia,red-star-belgrade,Red Star Belgrade,20,LW,TBD,TBD,TBD,TBD,Red Star Belgrade,2025/26,no,,0,25,25,54,62,7600000,21600,3,67,56,54,35,44,48,6,6,6,6,4,67,56,54,65,35,44,,,,,,
srb,Serbia,red-star-belgrade,Red Star Belgrade,21,RW,TBD,TBD,TBD,TBD,Red Star Belgrade,2025/26,no,,0,25,25,54,62,7600000,21600,3,67,56,54,35,44,48,6,6,6,6,4,67,56,54,65,35,44,,,,,,
srb,Serbia,red-star-belgrade,Red Star Belgrade,22,RW,TBD,TBD,TBD,TBD,Red Star Belgrade,2025/26,no,,0,25,25,54,62,7600000,21600,3,67,56,54,35,44,48,6,6,6,6,4,67,56,54,65,35,44,,,,,,
srb,Serbia,red-star-belgrade,Red Star Belgrade,23,ST,TBD,TBD,TBD,TBD,Red Star Belgrade,2025/26,no,,0,25,25,54,62,7600000,21600,3,62,62,47,35,56,50,6,6,6,6,4,62,62,47,60,35,56,,,,,,
srb,Serbia,red-star-belgrade,Red Star Belgrade,24,ST,TBD,TBD,TBD,TBD,Red Star Belgrade,2025/26,no,,0,25,25,54,62,7600000,21600,3,62,62,47,35,56,50,6,6,6,6,4,62,62,47,60,35,56,,,,,,
srb,Serbia,red-star-belgrade,Red Star Belgrade,25,ST,TBD,TBD,TBD,TBD,Red Star Belgrade,2025/26,no,,0,25,25,54,62,7600000,21600,3,62,62,47,35,56,50,6,6,6,6,4,62,62,47,60,35,56,,,,,,
por,Portugal,rio-ave,Rio Ave FC,1,GK,TBD,TBD,TBD,TBD,Rio Ave FC,2025/26,no,,0,25,25,62,70,10800000,28800,3,37,35,47,35,52,60,9,9,9,9,7,,,,,,,64,62,60,65,37,63
por,Portugal,rio-ave,Rio Ave FC,2,GK,TBD,TBD,TBD,TBD,Rio Ave FC,2025/26,no,,0,25,25,62,70,10800000,28800,3,37,35,47,35,52,60,9,9,9,9,7,,,,,,,64,62,60,65,37,63
por,Portugal,rio-ave,Rio Ave FC,3,CB,TBD,TBD,TBD,TBD,Rio Ave FC,2025/26,no,,0,25,25,62,70,10800000,28800,3,54,35,52,66,68,62,9,9,9,9,7,54,35,52,50,66,68,,,,,,
por,Portugal,rio-ave,Rio Ave FC,4,CB,TBD,TBD,TBD,TBD,Rio Ave FC,2025/26,no,,0,25,25,62,70,10800000,28800,3,54,35,52,66,68,62,9,9,9,9,7,54,35,52,50,66,68,,,,,,
por,Portugal,rio-ave,Rio Ave FC,5,CB,TBD,TBD,TBD,TBD,Rio Ave FC,2025/26,no,,0,25,25,62,70,10800000,28800,3,54,35,52,66,68,62,9,9,9,9,7,54,35,52,50,66,68,,,,,,
por,Portugal,rio-ave,Rio Ave FC,6,CB,TBD,TBD,TBD,TBD,Rio Ave FC,2025/26,no,,0,25,25,62,70,10800000,28800,3,54,35,52,66,68,62,9,9,9,9,7,54,35,52,50,66,68,,,,,,
por,Portugal,rio-ave,Rio Ave FC,7,CB,TBD,TBD,TBD,TBD,Rio Ave FC,2025/26,no,,0,25,25,62,70,10800000,28800,3,54,35,52,66,68,62,9,9,9,9,7,54,35,52,50,66,68,,,,,,
por,Portugal,rio-ave,Rio Ave FC,8,LB,TBD,TBD,TBD,TBD,Rio Ave FC,2025/26,no,,0,25,25,63,71,11200000,29700,3,68,45,61,63,64,60,9,9,9,9,7,68,45,61,65,63,64,,,,,,
por,Portugal,rio-ave,Rio Ave FC,9,LB,TBD,TBD,TBD,TBD,Rio Ave FC,2025/26,no,,0,25,25,63,71,11200000,29700,3,68,45,61,63,64,60,9,9,9,9,7,68,45,61,65,63,64,,,,,,
por,Portugal,rio-ave,Rio Ave FC,10,RB,TBD,TBD,TBD,TBD,Rio Ave FC,2025/26,no,,0,25,25,63,71,11200000,29700,3,68,45,61,63,64,60,9,9,9,9,7,68,45,61,65,63,64,,,,,,
por,Portugal,rio-ave,Rio Ave FC,11,RB,TBD,TBD,TBD,TBD,Rio Ave FC,2025/26,no,,0,25,25,63,71,11200000,29700,3,68,45,61,63,64,60,9,9,9,9,7,68,45,61,65,63,64,,,,,,
por,Portugal,rio-ave,Rio Ave FC,12,CDM,TBD,TBD,TBD,TBD,Rio Ave FC,2025/26,no,,0,25,25,63,71,11200000,29700,3,60,51,65,67,68,64,9,9,9,9,7,60,51,65,63,67,68,,,,,,
por,Portugal,rio-ave,Rio Ave FC,13,CM,TBD,TBD,TBD,TBD,Rio Ave FC,2025/26,no,,0,25,25,64,72,11600000,30600,3,63,60,68,62,64,64,10,10,10,10,8,63,60,68,69,62,64,,,,,,
por,Portugal,rio-ave,Rio Ave FC,14,CM,TBD,TBD,TBD,TBD,Rio Ave FC,2025/26,no,,0,25,25,64,72,11600000,30600,3,63,60,68,62,64,64,10,10,10,10,8,63,60,68,69,62,64,,,,,,
por,Portugal,rio-ave,Rio Ave FC,15,CM,TBD,TBD,TBD,TBD,Rio Ave FC,2025/26,no,,0,25,25,64,72,11600000,30600,3,63,60,68,62,64,64,10,10,10,10,8,63,60,68,69,62,64,,,,,,
por,Portugal,rio-ave,Rio Ave FC,16,CM,TBD,TBD,TBD,TBD,Rio Ave FC,2025/26,no,,0,25,25,64,72,11600000,30600,3,63,60,68,62,64,64,10,10,10,10,8,63,60,68,69,62,64,,,,,,
por,Portugal,rio-ave,Rio Ave FC,17,CM,TBD,TBD,TBD,TBD,Rio Ave FC,2025/26,no,,0,25,25,64,72,11600000,30600,3,63,60,68,62,64,64,10,10,10,10,8,63,60,68,69,62,64,,,,,,
por,Portugal,rio-ave,Rio Ave FC,18,CAM,TBD,TBD,TBD,TBD,Rio Ave FC,2025/26,no,,0,25,25,64,72,11600000,30600,3,67,66,72,46,56,62,10,10,10,10,8,67,66,72,74,46,56,,,,,,
por,Portugal,rio-ave,Rio Ave FC,19,LW,TBD,TBD,TBD,TBD,Rio Ave FC,2025/26,no,,0,25,25,64,72,11600000,30600,3,77,66,64,39,54,58,10,10,10,10,8,77,66,64,75,39,54,,,,,,
por,Portugal,rio-ave,Rio Ave FC,20,LW,TBD,TBD,TBD,TBD,Rio Ave FC,2025/26,no,,0,25,25,64,72,11600000,30600,3,77,66,64,39,54,58,10,10,10,10,8,77,66,64,75,39,54,,,,,,
por,Portugal,rio-ave,Rio Ave FC,21,RW,TBD,TBD,TBD,TBD,Rio Ave FC,2025/26,no,,0,25,25,64,72,11600000,30600,3,77,66,64,39,54,58,10,10,10,10,8,77,66,64,75,39,54,,,,,,
por,Portugal,rio-ave,Rio Ave FC,22,RW,TBD,TBD,TBD,TBD,Rio Ave FC,2025/26,no,,0,25,25,64,72,11600000,30600,3,77,66,64,39,54,58,10,10,10,10,8,77,66,64,75,39,54,,,,,,
por,Portugal,rio-ave,Rio Ave FC,23,ST,TBD,TBD,TBD,TBD,Rio Ave FC,2025/26,no,,0,25,25,64,72,11600000,30600,3,72,72,57,35,66,60,10,10,10,10,8,72,72,57,70,35,66,,,,,,
por,Portugal,rio-ave,Rio Ave FC,24,ST,TBD,TBD,TBD,TBD,Rio Ave FC,2025/26,no,,0,25,25,64,72,11600000,30600,3,72,72,57,35,66,60,10,10,10,10,8,72,72,57,70,35,66,,,,,,
por,Portugal,rio-ave,Rio Ave FC,25,ST,TBD,TBD,TBD,TBD,Rio Ave FC,2025/26,no,,0,25,25,64,72,11600000,30600,3,72,72,57,35,66,60,10,10,10,10,8,72,72,57,70,35,66,,,,,,
ned,Netherlands,rkc-waalwijk,RKC Waalwijk,1,CB,TBD,TBD,TBD,TBD,RKC Waalwijk,2025/26,no,,25,25,3,57,65,8800000,24300,3,49,35,47,61,63,57,7,7,7,7,5,49,35,47,45,61,63,,,,,,
ned,Netherlands,rkc-waalwijk,RKC Waalwijk,2,CM,TBD,TBD,TBD,TBD,RKC Waalwijk,2025/26,no,,25,25,3,59,67,9600000,26100,3,58,55,63,57,59,59,8,8,8,8,6,58,55,63,64,57,59,,,,,,
ned,Netherlands,rkc-waalwijk,RKC Waalwijk,3,CM,TBD,TBD,TBD,TBD,RKC Waalwijk,2025/26,no,,25,25,3,59,67,9600000,26100,3,58,55,63,57,59,59,8,8,8,8,6,58,55,63,64,57,59,,,,,,
nor,Norway,rosenborg,Rosenborg BK,1,GK,TBD,TBD,TBD,TBD,Rosenborg BK,2025/26,no,,0,25,25,56,64,8400000,23400,3,35,35,41,35,46,54,7,7,7,7,5,,,,,,,58,56,54,59,35,57
nor,Norway,rosenborg,Rosenborg BK,2,GK,TBD,TBD,TBD,TBD,Rosenborg BK,2025/26,no,,0,25,25,56,64,8400000,23400,3,35,35,41,35,46,54,7,7,7,7,5,,,,,,,58,56,54,59,35,57
nor,Norway,rosenborg,Rosenborg BK,3,CB,TBD,TBD,TBD,TBD,Rosenborg BK,2025/26,no,,0,25,25,56,64,8400000,23400,3,48,35,46,60,62,56,7,7,7,7,5,48,35,46,44,60,62,,,,,,
nor,Norway,rosenborg,Rosenborg BK,4,CB,TBD,TBD,TBD,TBD,Rosenborg BK,2025/26,no,,0,25,25,56,64,8400000,23400,3,48,35,46,60,62,56,7,7,7,7,5,48,35,46,44,60,62,,,,,,
nor,Norway,rosenborg,Rosenborg BK,5,CB,TBD,TBD,TBD,TBD,Rosenborg BK,2025/26,no,,0,25,25,56,64,8400000,23400,3,48,35,46,60,62,56,7,7,7,7,5,48,35,46,44,60,62,,,,,,
nor,Norway,rosenborg,Rosenborg BK,6,CB,TBD,TBD,TBD,TBD,Rosenborg BK,2025/26,no,,0,25,25,56,64,8400000,23400,3,48,35,46,60,62,56,7,7,7,7,5,48,35,46,44,60,62,,,,,,
nor,Norway,rosenborg,Rosenborg BK,7,CB,TBD,TBD,TBD,TBD,Rosenborg BK,2025/26,no,,0,25,25,56,64,8400000,23400,3,48,35,46,60,62,56,7,7,7,7,5,48,35,46,44,60,62,,,,,,
nor,Norway,rosenborg,Rosenborg BK,8,LB,TBD,TBD,TBD,TBD,Rosenborg BK,2025/26,no,,0,25,25,57,65,8800000,24300,3,62,39,55,57,58,54,7,7,7,7,5,62,39,55,59,57,58,,,,,,
nor,Norway,rosenborg,Rosenborg BK,9,LB,TBD,TBD,TBD,TBD,Rosenborg BK,2025/26,no,,0,25,25,57,65,8800000,24300,3,62,39,55,57,58,54,7,7,7,7,5,62,39,55,59,57,58,,,,,,
nor,Norway,rosenborg,Rosenborg BK,10,RB,TBD,TBD,TBD,TBD,Rosenborg BK,2025/26,no,,0,25,25,57,65,8800000,24300,3,62,39,55,57,58,54,7,7,7,7,5,62,39,55,59,57,58,,,,,,
nor,Norway,rosenborg,Rosenborg BK,11,RB,TBD,TBD,TBD,TBD,Rosenborg BK,2025/26,no,,0,25,25,57,65,8800000,24300,3,62,39,55,57,58,54,7,7,7,7,5,62,39,55,59,57,58,,,,,,
nor,Norway,rosenborg,Rosenborg BK,12,CDM,TBD,TBD,TBD,TBD,Rosenborg BK,2025/26,no,,0,25,25,57,65,8800000,24300,3,54,45,59,61,62,58,7,7,7,7,5,54,45,59,57,61,62,,,,,,
nor,Norway,rosenborg,Rosenborg BK,13,CM,TBD,TBD,TBD,TBD,Rosenborg BK,2025/26,no,,0,25,25,58,66,9200000,25200,3,57,54,62,56,58,58,8,8,8,8,6,57,54,62,63,56,58,,,,,,
nor,Norway,rosenborg,Rosenborg BK,14,CM,TBD,TBD,TBD,TBD,Rosenborg BK,2025/26,no,,0,25,25,58,66,9200000,25200,3,57,54,62,56,58,58,8,8,8,8,6,57,54,62,63,56,58,,,,,,
nor,Norway,rosenborg,Rosenborg BK,15,CM,TBD,TBD,TBD,TBD,Rosenborg BK,2025/26,no,,0,25,25,58,66,9200000,25200,3,57,54,62,56,58,58,8,8,8,8,6,57,54,62,63,56,58,,,,,,
nor,Norway,rosenborg,Rosenborg BK,16,CM,TBD,TBD,TBD,TBD,Rosenborg BK,2025/26,no,,0,25,25,58,66,9200000,25200,3,57,54,62,56,58,58,8,8,8,8,6,57,54,62,63,56,58,,,,,,
nor,Norway,rosenborg,Rosenborg BK,17,CM,TBD,TBD,TBD,TBD,Rosenborg BK,2025/26,no,,0,25,25,58,66,9200000,25200,3,57,54,62,56,58,58,8,8,8,8,6,57,54,62,63,56,58,,,,,,
nor,Norway,rosenborg,Rosenborg BK,18,CAM,TBD,TBD,TBD,TBD,Rosenborg BK,2025/26,no,,0,25,25,58,66,9200000,25200,3,61,60,66,40,50,56,8,8,8,8,6,61,60,66,68,40,50,,,,,,
nor,Norway,rosenborg,Rosenborg BK,19,LW,TBD,TBD,TBD,TBD,Rosenborg BK,2025/26,no,,0,25,25,58,66,9200000,25200,3,71,60,58,35,48,52,8,8,8,8,6,71,60,58,69,35,48,,,,,,
nor,Norway,rosenborg,Rosenborg BK,20,LW,TBD,TBD,TBD,TBD,Rosenborg BK,2025/26,no,,0,25,25,58,66,9200000,25200,3,71,60,58,35,48,52,8,8,8,8,6,71,60,58,69,35,48,,,,,,
nor,Norway,rosenborg,Rosenborg BK,21,RW,TBD,TBD,TBD,TBD,Rosenborg BK,2025/26,no,,0,25,25,58,66,9200000,25200,3,71,60,58,35,48,52,8,8,8,8,6,71,60,58,69,35,48,,,,,,
nor,Norway,rosenborg,Rosenborg BK,22,RW,TBD,TBD,TBD,TBD,Rosenborg BK,2025/26,no,,0,25,25,58,66,9200000,25200,3,71,60,58,35,48,52,8,8,8,8,6,71,60,58,69,35,48,,,,,,
nor,Norway,rosenborg,Rosenborg BK,23,ST,TBD,TBD,TBD,TBD,Rosenborg BK,2025/26,no,,0,25,25,58,66,9200000,25200,3,66,66,51,35,60,54,8,8,8,8,6,66,66,51,64,35,60,,,,,,
nor,Norway,rosenborg,Rosenborg BK,24,ST,TBD,TBD,TBD,TBD,Rosenborg BK,2025/26,no,,0,25,25,58,66,9200000,25200,3,66,66,51,35,60,54,8,8,8,8,6,66,66,51,64,35,60,,,,,,
nor,Norway,rosenborg,Rosenborg BK,25,ST,TBD,TBD,TBD,TBD,Rosenborg BK,2025/26,no,,0,25,25,58,66,9200000,25200,3,66,66,51,35,60,54,8,8,8,8,6,66,66,51,64,35,60,,,,,,
sco,Scotland,ross-county,Ross County FC,1,GK,TBD,TBD,TBD,TBD,Ross County FC,2025/26,no,,0,25,25,45,53,4000000,13500,3,35,35,35,35,35,43,3,3,3,3,1,,,,,,,47,45,43,48,35,46
sco,Scotland,ross-county,Ross County FC,2,GK,TBD,TBD,TBD,TBD,Ross County FC,2025/26,no,,0,25,25,45,53,4000000,13500,3,35,35,35,35,35,43,3,3,3,3,1,,,,,,,47,45,43,48,35,46
sco,Scotland,ross-county,Ross County FC,3,CB,TBD,TBD,TBD,TBD,Ross County FC,2025/26,no,,0,25,25,45,53,4000000,13500,3,37,35,35,49,51,45,3,3,3,3,1,37,35,35,35,49,51,,,,,,
sco,Scotland,ross-county,Ross County FC,4,CB,TBD,TBD,TBD,TBD,Ross County FC,2025/26,no,,0,25,25,45,53,4000000,13500,3,37,35,35,49,51,45,3,3,3,3,1,37,35,35,35,49,51,,,,,,
sco,Scotland,ross-county,Ross County FC,5,CB,TBD,TBD,TBD,TBD,Ross County FC,2025/26,no,,0,25,25,45,53,4000000,13500,3,37,35,35,49,51,45,3,3,3,3,1,37,35,35,35,49,51,,,,,,
sco,Scotland,ross-county,Ross County FC,6,CB,TBD,TBD,TBD,TBD,Ross County FC,2025/26,no,,0,25,25,45,53,4000000,13500,3,37,35,35,49,51,45,3,3,3,3,1,37,35,35,35,49,51,,,,,,
sco,Scotland,ross-county,Ross County FC,7,CB,TBD,TBD,TBD,TBD,Ross County FC,2025/26,no,,0,25,25,45,53,4000000,13500,3,37,35,35,49,51,45,3,3,3,3,1,37,35,35,35,49,51,,,,,,
sco,Scotland,ross-county,Ross County FC,8,LB,TBD,TBD,TBD,TBD,Ross County FC,2025/26,no,,0,25,25,46,54,4400000,14400,3,51,35,44,46,47,43,4,4,4,4,2,51,35,44,48,46,47,,,,,,
sco,Scotland,ross-county,Ross County FC,9,LB,TBD,TBD,TBD,TBD,Ross County FC,2025/26,no,,0,25,25,46,54,4400000,14400,3,51,35,44,46,47,43,4,4,4,4,2,51,35,44,48,46,47,,,,,,
sco,Scotland,ross-county,Ross County FC,10,RB,TBD,TBD,TBD,TBD,Ross County FC,2025/26,no,,0,25,25,46,54,4400000,14400,3,51,35,44,46,47,43,4,4,4,4,2,51,35,44,48,46,47,,,,,,
sco,Scotland,ross-county,Ross County FC,11,RB,TBD,TBD,TBD,TBD,Ross County FC,2025/26,no,,0,25,25,46,54,4400000,14400,3,51,35,44,46,47,43,4,4,4,4,2,51,35,44,48,46,47,,,,,,
sco,Scotland,ross-county,Ross County FC,12,CDM,TBD,TBD,TBD,TBD,Ross County FC,2025/26,no,,0,25,25,46,54,4400000,14400,3,43,35,48,50,51,47,4,4,4,4,2,43,35,48,46,50,51,,,,,,
sco,Scotland,ross-county,Ross County FC,13,CM,TBD,TBD,TBD,TBD,Ross County FC,2025/26,no,,0,25,25,47,55,4800000,15300,3,46,43,51,45,47,47,4,4,4,4,2,46,43,51,52,45,47,,,,,,
sco,Scotland,ross-county,Ross County FC,14,CM,TBD,TBD,TBD,TBD,Ross County FC,2025/26,no,,0,25,25,47,55,4800000,15300,3,46,43,51,45,47,47,4,4,4,4,2,46,43,51,52,45,47,,,,,,
sco,Scotland,ross-county,Ross County FC,15,CM,TBD,TBD,TBD,TBD,Ross County FC,2025/26,no,,0,25,25,47,55,4800000,15300,3,46,43,51,45,47,47,4,4,4,4,2,46,43,51,52,45,47,,,,,,
sco,Scotland,ross-county,Ross County FC,16,CM,TBD,TBD,TBD,TBD,Ross County FC,2025/26,no,,0,25,25,47,55,4800000,15300,3,46,43,51,45,47,47,4,4,4,4,2,46,43,51,52,45,47,,,,,,
sco,Scotland,ross-county,Ross County FC,17,CM,TBD,TBD,TBD,TBD,Ross County FC,2025/26,no,,0,25,25,47,55,4800000,15300,3,46,43,51,45,47,47,4,4,4,4,2,46,43,51,52,45,47,,,,,,
sco,Scotland,ross-county,Ross County FC,18,CAM,TBD,TBD,TBD,TBD,Ross County FC,2025/26,no,,0,25,25,47,55,4800000,15300,3,50,49,55,35,39,45,4,4,4,4,2,50,49,55,57,35,39,,,,,,
sco,Scotland,ross-county,Ross County FC,19,LW,TBD,TBD,TBD,TBD,Ross County FC,2025/26,no,,0,25,25,47,55,4800000,15300,3,60,49,47,35,37,41,4,4,4,4,2,60,49,47,58,35,37,,,,,,
sco,Scotland,ross-county,Ross County FC,20,LW,TBD,TBD,TBD,TBD,Ross County FC,2025/26,no,,0,25,25,47,55,4800000,15300,3,60,49,47,35,37,41,4,4,4,4,2,60,49,47,58,35,37,,,,,,
sco,Scotland,ross-county,Ross County FC,21,RW,TBD,TBD,TBD,TBD,Ross County FC,2025/26,no,,0,25,25,47,55,4800000,15300,3,60,49,47,35,37,41,4,4,4,4,2,60,49,47,58,35,37,,,,,,
sco,Scotland,ross-county,Ross County FC,22,RW,TBD,TBD,TBD,TBD,Ross County FC,2025/26,no,,0,25,25,47,55,4800000,15300,3,60,49,47,35,37,41,4,4,4,4,2,60,49,47,58,35,37,,,,,,
sco,Scotland,ross-county,Ross County FC,23,ST,TBD,TBD,TBD,TBD,Ross County FC,2025/26,no,,0,25,25,47,55,4800000,15300,3,55,55,40,35,49,43,4,4,4,4,2,55,55,40,53,35,49,,,,,,
sco,Scotland,ross-county,Ross County FC,24,ST,TBD,TBD,TBD,TBD,Ross County FC,2025/26,no,,0,25,25,47,55,4800000,15300,3,55,55,40,35,49,43,4,4,4,4,2,55,55,40,53,35,49,,,,,,
sco,Scotland,ross-county,Ross County FC,25,ST,TBD,TBD,TBD,TBD,Ross County FC,2025/26,no,,0,25,25,47,55,4800000,15300,3,55,55,40,35,49,43,4,4,4,4,2,55,55,40,53,35,49,,,,,,
bel,Belgium,antwerp,Royal Antwerp FC,1,GK,TBD,TBD,TBD,TBD,Royal Antwerp FC,2025/26,no,,0,25,25,71,79,14400000,36900,3,46,35,56,36,61,69,12,12,12,12,10,,,,,,,73,71,69,74,46,72
bel,Belgium,antwerp,Royal Antwerp FC,2,GK,TBD,TBD,TBD,TBD,Royal Antwerp FC,2025/26,no,,0,25,25,71,79,14400000,36900,3,46,35,56,36,61,69,12,12,12,12,10,,,,,,,73,71,69,74,46,72
bel,Belgium,antwerp,Royal Antwerp FC,3,CB,TBD,TBD,TBD,TBD,Royal Antwerp FC,2025/26,no,,0,25,25,71,79,14400000,36900,3,63,41,61,75,77,71,12,12,12,12,10,63,41,61,59,75,77,,,,,,
bel,Belgium,antwerp,Royal Antwerp FC,4,CB,TBD,TBD,TBD,TBD,Royal Antwerp FC,2025/26,no,,0,25,25,71,79,14400000,36900,3,63,41,61,75,77,71,12,12,12,12,10,63,41,61,59,75,77,,,,,,
bel,Belgium,antwerp,Royal Antwerp FC,5,CB,TBD,TBD,TBD,TBD,Royal Antwerp FC,2025/26,no,,0,25,25,71,79,14400000,36900,3,63,41,61,75,77,71,12,12,12,12,10,63,41,61,59,75,77,,,,,,
bel,Belgium,antwerp,Royal Antwerp FC,6,CB,TBD,TBD,TBD,TBD,Royal Antwerp FC,2025/26,no,,0,25,25,71,79,14400000,36900,3,63,41,61,75,77,71,12,12,12,12,10,63,41,61,59,75,77,,,,,,
bel,Belgium,antwerp,Royal Antwerp FC,7,CB,TBD,TBD,TBD,TBD,Royal Antwerp FC,2025/26,no,,0,25,25,71,79,14400000,36900,3,63,41,61,75,77,71,12,12,12,12,10,63,41,61,59,75,77,,,,,,
bel,Belgium,antwerp,Royal Antwerp FC,8,LB,TBD,TBD,TBD,TBD,Royal Antwerp FC,2025/26,no,,0,25,25,72,80,14800000,37800,3,77,54,70,72,73,69,12,12,12,12,10,77,54,70,74,72,73,,,,,,
bel,Belgium,antwerp,Royal Antwerp FC,9,LB,TBD,TBD,TBD,TBD,Royal Antwerp FC,2025/26,no,,0,25,25,72,80,14800000,37800,3,77,54,70,72,73,69,12,12,12,12,10,77,54,70,74,72,73,,,,,,
bel,Belgium,antwerp,Royal Antwerp FC,10,RB,TBD,TBD,TBD,TBD,Royal Antwerp FC,2025/26,no,,0,25,25,72,80,14800000,37800,3,77,54,70,72,73,69,12,12,12,12,10,77,54,70,74,72,73,,,,,,
bel,Belgium,antwerp,Royal Antwerp FC,11,RB,TBD,TBD,TBD,TBD,Royal Antwerp FC,2025/26,no,,0,25,25,72,80,14800000,37800,3,77,54,70,72,73,69,12,12,12,12,10,77,54,70,74,72,73,,,,,,
bel,Belgium,antwerp,Royal Antwerp FC,12,CDM,TBD,TBD,TBD,TBD,Royal Antwerp FC,2025/26,no,,0,25,25,72,80,14800000,37800,3,69,60,74,76,77,73,12,12,12,12,10,69,60,74,72,76,77,,,,,,
bel,Belgium,antwerp,Royal Antwerp FC,13,CM,TBD,TBD,TBD,TBD,Royal Antwerp FC,2025/26,no,,0,25,25,73,81,15200000,38700,3,72,69,77,71,73,73,13,13,13,13,11,72,69,77,78,71,73,,,,,,
bel,Belgium,antwerp,Royal Antwerp FC,14,CM,TBD,TBD,TBD,TBD,Royal Antwerp FC,2025/26,no,,0,25,25,73,81,15200000,38700,3,72,69,77,71,73,73,13,13,13,13,11,72,69,77,78,71,73,,,,,,
bel,Belgium,antwerp,Royal Antwerp FC,15,CM,TBD,TBD,TBD,TBD,Royal Antwerp FC,2025/26,no,,0,25,25,73,81,15200000,38700,3,72,69,77,71,73,73,13,13,13,13,11,72,69,77,78,71,73,,,,,,
bel,Belgium,antwerp,Royal Antwerp FC,16,CM,TBD,TBD,TBD,TBD,Royal Antwerp FC,2025/26,no,,0,25,25,73,81,15200000,38700,3,72,69,77,71,73,73,13,13,13,13,11,72,69,77,78,71,73,,,,,,
bel,Belgium,antwerp,Royal Antwerp FC,17,CM,TBD,TBD,TBD,TBD,Royal Antwerp FC,2025/26,no,,0,25,25,73,81,15200000,38700,3,72,69,77,71,73,73,13,13,13,13,11,72,69,77,78,71,73,,,,,,
bel,Belgium,antwerp,Royal Antwerp FC,18,CAM,TBD,TBD,TBD,TBD,Royal Antwerp FC,2025/26,no,,0,25,25,73,81,15200000,38700,3,76,75,81,55,65,71,13,13,13,13,11,76,75,81,83,55,65,,,,,,
bel,Belgium,antwerp,Royal Antwerp FC,19,LW,TBD,TBD,TBD,TBD,Royal Antwerp FC,2025/26,no,,0,25,25,73,81,15200000,38700,3,86,75,73,48,63,67,13,13,13,13,11,86,75,73,84,48,63,,,,,,
bel,Belgium,antwerp,Royal Antwerp FC,20,LW,TBD,TBD,TBD,TBD,Royal Antwerp FC,2025/26,no,,0,25,25,73,81,15200000,38700,3,86,75,73,48,63,67,13,13,13,13,11,86,75,73,84,48,63,,,,,,
bel,Belgium,antwerp,Royal Antwerp FC,21,RW,TBD,TBD,TBD,TBD,Royal Antwerp FC,2025/26,no,,0,25,25,73,81,15200000,38700,3,86,75,73,48,63,67,13,13,13,13,11,86,75,73,84,48,63,,,,,,
bel,Belgium,antwerp,Royal Antwerp FC,22,RW,TBD,TBD,TBD,TBD,Royal Antwerp FC,2025/26,no,,0,25,25,73,81,15200000,38700,3,86,75,73,48,63,67,13,13,13,13,11,86,75,73,84,48,63,,,,,,
bel,Belgium,antwerp,Royal Antwerp FC,23,ST,TBD,TBD,TBD,TBD,Royal Antwerp FC,2025/26,no,,0,25,25,73,81,15200000,38700,3,81,81,66,43,75,69,13,13,13,13,11,81,81,66,79,43,75,,,,,,
bel,Belgium,antwerp,Royal Antwerp FC,24,ST,TBD,TBD,TBD,TBD,Royal Antwerp FC,2025/26,no,,0,25,25,73,81,15200000,38700,3,81,81,66,43,75,69,13,13,13,13,11,81,81,66,79,43,75,,,,,,
bel,Belgium,antwerp,Royal Antwerp FC,25,ST,TBD,TBD,TBD,TBD,Royal Antwerp FC,2025/26,no,,0,25,25,73,81,15200000,38700,3,81,81,66,43,75,69,13,13,13,13,11,81,81,66,79,43,75,,,,,,
bel,Belgium,union-sg,Royale Union Saint-Gilloise,1,GK,TBD,TBD,TBD,TBD,Royale Union Saint-Gilloise,2025/26,no,,0,25,25,73,81,15200000,38700,3,48,35,58,38,63,71,13,13,13,13,11,,,,,,,75,73,71,76,48,74
bel,Belgium,union-sg,Royale Union Saint-Gilloise,2,GK,TBD,TBD,TBD,TBD,Royale Union Saint-Gilloise,2025/26,no,,0,25,25,73,81,15200000,38700,3,48,35,58,38,63,71,13,13,13,13,11,,,,,,,75,73,71,76,48,74
bel,Belgium,union-sg,Royale Union Saint-Gilloise,3,CB,TBD,TBD,TBD,TBD,Royale Union Saint-Gilloise,2025/26,no,,0,25,25,73,81,15200000,38700,3,65,43,63,77,79,73,13,13,13,13,11,65,43,63,61,77,79,,,,,,
bel,Belgium,union-sg,Royale Union Saint-Gilloise,4,CB,TBD,TBD,TBD,TBD,Royale Union Saint-Gilloise,2025/26,no,,0,25,25,73,81,15200000,38700,3,65,43,63,77,79,73,13,13,13,13,11,65,43,63,61,77,79,,,,,,
